# Формат: URL | ObjectName | ProductID | Type
# Комментарии начинаются с #
# Пустые строки игнорируются

https://cdn1.ozone.ru/s3/multimedia-2/6714764426.jpg | laptops/msi-titan-1.jpg | 1 | Image
https://tm.by/sites/default/files/styles/uc_product_full/public/content/product/2024/11/2/i835792-20241126_0.jpg | laptops/MSI-Sword-17-HX | 8 | Image
https://main-cdn.sbermegamarket.ru/big2/hlr-system/166/078/535/511/615/44/100071445455b5.png | laptops/MSI-Sword-17-HX | 8 | Image

https://m.media-amazon.com/images/I/714G8bC-F1L.jpg | laptops/MSI-Summit-13-AI+-Evo | 9 | Image
https://avatars.mds.yandex.net/i?id=7487728a923587b878ff5e9c0bbfb7d0780eb10a-16485021-images-thumbs&n=13 | laptops/MSI-Summit-13-AI+-Evo | 9 | Image

https://mews.biggeek.ru/wp-content/uploads/2022/07/bfarsace_190101_5333_0005.jpg | laptops/Apple-MacBook-Air | 10 | Image
https://overclockers.ru/st/legacy/blog/422120/358217_O.jpg | laptops/Apple-MacBook-Air | 10 | Image

https://m.media-amazon.com/images/I/71RuOUPT+4L.jpg | laptops/Dell-XPS-17 | 11 | Image
https://m.media-amazon.com/images/I/71Kn5i5fsrL.jpg | laptops/Dell-XPS-17 | 11 | Image

https://m.media-amazon.com/images/I/71RuOUPT+4L.jpg | laptops/Dell-XPS-15 | 12 | Image
https://m.media-amazon.com/images/I/71RuOUPT+4L.jpg | laptops/Dell-XPS-15 | 12 | Image

https://cache3.youla.io/files/images/780_780/5b/03/5b0306f0e7696a72e95fb742.jpg | laptops/HP-Omen-17 | 13 | Image
https://i.pinimg.com/736x/08/18/d4/0818d4903ca522622de32b48ccdcd932.jpg | laptops/HP-Omen-17 | 13 | Image

https://pigmentarius.ru/upload/medialibrary/3ac/0xxtl71pz9280bvq0pzcz2t9wmvyu6mr.jpg | laptops/HP-Spectre-x360-14 | 14 | Image
https://main-cdn.sbermegamarket.ru/big2/hlr-system/1628142416/100023661450b5.jpg | laptops/HP-Spectre-x360-14 | 14 | Image

https://static01.servicebox.ru/img/uploads/news/6614e1b3cf74f_1712644531.jpeg | laptops/Razer-Blade-18 | 15 | Image
https://www.notebookcheck-ru.com/uploads/tx_nbc2/blade_01.jpg | laptops/Razer-Blade-18 | 15 | Image

https://www.notebookcheck-ru.com/uploads/tx_nbc2/blade_01.jpg | laptops/Razer-Blade-18 | 16 | Image
https://www.notebookcheck-ru.com/uploads/tx_nbc2/blade_01.jpg | laptops/Razer-Blade-18 | 16 | Image

https://www.cdrinfo.com/d7/system/files/styles/siteberty_image_770x484/private/new_site_image/2020/gigabyte_aorus17g.jpg?itok=FSbVJYlW | laptops/Gigabyte-Aorus-17 | 17 | Image
https://www.cdrinfo.com/d7/system/files/styles/siteberty_image_770x484/private/new_site_image/2020/gigabyte_aorus17g.jpg?itok=FSbVJYlW | laptops/Gigabyte-Aorus-17 | 17 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Gigabyte-Aero-16-OLED | 18 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Gigabyte-Aero-16-OLED | 18 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Samsung-Galaxy-Book4-Ultra | 19 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Samsung-Galaxy-Book4-Ultra | 19 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Samsung-Galaxy-Book4-Pro | 20 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Samsung-Galaxy-Book4-Pro | 20 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Predator-Helios-18 | 21 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Predator-Helios-18 | 21 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Predator-Helios-16 | 22 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Predator-Helios-16 | 22 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Swift-X-14 | 23 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Acer-Swift-X-14 | 23 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-Zenbook-Pro-Duo-14 | 24 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-Zenbook-Pro-Duo-14 | 24 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-TUF-Gaming-F15 | 25 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-TUF-Gaming-F15 | 25 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-TUF-Gaming-A17 | 26 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/ASUS-TUF-Gaming-A17 | 26 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-Yoga-Slim-7 | 27 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-Yoga-Slim-7 | 27 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-IdeaPad-Gaming-3 | 28 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-IdeaPad-Gaming-3 | 28 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-Legion-Slim-5 | 29 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-Legion-Slim-5 | 29 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-ThinkPad-X1-Carbon | 30 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Lenovo-ThinkPad-X1-Carbon | 30 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Microsoft-Surface-Laptop-Studio-2 | 31 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Microsoft-Surface-Laptop-Studio-2 | 31 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Microsoft-Surface-Laptop-6 | 32 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Microsoft-Surface-Laptop-6 | 32 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Prestige-16 | 33 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Prestige-16 | 33 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Stealth-17-Studio | 34 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Stealth-17-Studio | 34 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Katana-15 | 35 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Katana-15 | 35 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Cyborg-14 | 36 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/MSI-Cyborg-14 | 36 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-m18 | 37 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-m18 | 37 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-x16 | 38 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-x16 | 38 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-m16 | 39 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-m16 | 39 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-x14 | 40 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Alienware-x14 | 40 | Image

https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Huawei MateBook X Pro | 41 | Image
https://images.unsplash.com/photo-1541807084-5c52b6b3adef | laptops/Huawei MateBook X Pro | 41 | Image

